"NGA","Polity","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note"
"Galilee","ItRomLR","drinking water supply systems","1","","","","simple","simple",""
"Paris Basin","ItRomLR","markets","1","","","","simple","simple",""
"Latium","ItRomLR","markets","1","","","","simple","simple",""
"Konya Plain","ItRomLR","markets","1","","","","simple","simple",""
"Crete","ItRomLR","markets","1","","","","simple","simple",""
"Galilee","ItRomLR","markets","1","","","","simple","simple",""
"Paris Basin","ItRomLR","food storage sites","1","","","","simple","simple",""
"Latium","ItRomLR","food storage sites","1","","","","simple","simple",""
"Konya Plain","ItRomLR","food storage sites","1","","","","simple","simple",""
"Crete","ItRomLR","food storage sites","1","","","","simple","simple",""
"Galilee","ItRomLR","food storage sites","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Roads","1","","","","simple","simple",""
"Latium","ItRomLR","Roads","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Roads","1","","","","simple","simple",""
"Crete","ItRomLR","Roads","1","","","","simple","simple",""
"Galilee","ItRomLR","Roads","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Bridges","1","","","","simple","simple",""
"Latium","ItRomLR","Bridges","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Bridges","1","","","","simple","simple",""
"Crete","ItRomLR","Bridges","1","","","","simple","simple",""
"Galilee","ItRomLR","Bridges","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Canals","1","","","","simple","simple",""
"Latium","ItRomLR","Canals","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Canals","1","","","","simple","simple",""
"Crete","ItRomLR","Canals","1","","","","simple","simple",""
"Galilee","ItRomLR","Canals","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Ports","1","","","","simple","simple",""
"Latium","ItRomLR","Ports","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Ports","1","","","","simple","simple",""
"Crete","ItRomLR","Ports","1","","","","simple","simple",""
"Galilee","ItRomLR","Ports","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Mines or quarries","1","","","","simple","simple",""
"Latium","ItRomLR","Mines or quarries","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Mines or quarries","1","","","","simple","simple",""
"Crete","ItRomLR","Mines or quarries","1","","","","simple","simple",""
"Galilee","ItRomLR","Mines or quarries","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Couriers","1","","","","simple","simple",""
"Latium","ItRomLR","Couriers","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Couriers","1","","","","simple","simple",""
"Crete","ItRomLR","Couriers","1","","","","simple","simple",""
"Galilee","ItRomLR","Couriers","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Postal stations","0","","","","simple","simple",""
"Latium","ItRomLR","Postal stations","0","","","","simple","simple",""
"Konya Plain","ItRomLR","Postal stations","0","","","","simple","simple",""
"Crete","ItRomLR","Postal stations","0","","","","simple","simple",""
"Galilee","ItRomLR","Postal stations","0","","","","simple","simple",""
"Paris Basin","ItRomLR","General postal service","0","","","","simple","simple",""
"Latium","ItRomLR","General postal service","0","","","","simple","simple",""
"Konya Plain","ItRomLR","General postal service","0","","","","simple","simple",""
"Crete","ItRomLR","General postal service","0","","","","simple","simple",""
"Galilee","ItRomLR","General postal service","0","","","","simple","simple",""
"Paris Basin","ItRomLR","Nonwritten records","1","","","","simple","simple",""
"Latium","ItRomLR","Nonwritten records","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Nonwritten records","1","","","","simple","simple",""
"Crete","ItRomLR","Nonwritten records","1","","","","simple","simple",""
"Galilee","ItRomLR","Nonwritten records","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Written records","1","","","","simple","simple",""
"Latium","ItRomLR","Written records","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Written records","1","","","","simple","simple",""
"Crete","ItRomLR","Written records","1","","","","simple","simple",""
"Galilee","ItRomLR","Written records","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Script","1","","","","simple","simple",""
"Latium","ItRomLR","Script","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Script","1","","","","simple","simple",""
"Crete","ItRomLR","Script","1","","","","simple","simple",""
"Galilee","ItRomLR","Script","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Non-phonetic writing","0","","","","simple","simple",""
"Latium","ItRomLR","Non-phonetic writing","0","","","","simple","simple",""
"Konya Plain","ItRomLR","Non-phonetic writing","0","","","","simple","simple",""
"Crete","ItRomLR","Non-phonetic writing","0","","","","simple","simple",""
"Galilee","ItRomLR","Non-phonetic writing","0","","","","simple","simple",""
"Paris Basin","ItRomLR","Phonetic alphabetic writing","1","","","","simple","simple",""
"Latium","ItRomLR","Phonetic alphabetic writing","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Phonetic alphabetic writing","1","","","","simple","simple",""
"Crete","ItRomLR","Phonetic alphabetic writing","1","","","","simple","simple",""
"Galilee","ItRomLR","Phonetic alphabetic writing","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Lists tables and classifications","1","","","","simple","simple",""
"Latium","ItRomLR","Lists tables and classifications","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Lists tables and classifications","1","","","","simple","simple",""
"Crete","ItRomLR","Lists tables and classifications","1","","","","simple","simple",""
"Galilee","ItRomLR","Lists tables and classifications","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Calendar","1","","","","simple","simple",""
"Latium","ItRomLR","Calendar","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Calendar","1","","","","simple","simple",""
"Crete","ItRomLR","Calendar","1","","","","simple","simple",""
"Galilee","ItRomLR","Calendar","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Sacred Texts","1","","","","simple","simple",""
"Latium","ItRomLR","Sacred Texts","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Sacred Texts","1","","","","simple","simple",""
"Crete","ItRomLR","Sacred Texts","1","","","","simple","simple",""
"Galilee","ItRomLR","Sacred Texts","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Religious literature","1","","","","simple","simple",""
"Latium","ItRomLR","Religious literature","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Religious literature","1","","","","simple","simple",""
"Crete","ItRomLR","Religious literature","1","","","","simple","simple",""
"Galilee","ItRomLR","Religious literature","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Practical literature","1","","","","simple","simple",""
"Latium","ItRomLR","Practical literature","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Practical literature","1","","","","simple","simple",""
"Crete","ItRomLR","Practical literature","1","","","","simple","simple",""
"Galilee","ItRomLR","Practical literature","1","","","","simple","simple",""
"Paris Basin","ItRomLR","History","1","","","","simple","simple",""
"Latium","ItRomLR","History","1","","","","simple","simple",""
"Konya Plain","ItRomLR","History","1","","","","simple","simple",""
"Crete","ItRomLR","History","1","","","","simple","simple",""
"Galilee","ItRomLR","History","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Philosophy","1","","","","simple","simple",""
"Latium","ItRomLR","Philosophy","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Philosophy","1","","","","simple","simple",""
"Crete","ItRomLR","Philosophy","1","","","","simple","simple",""
"Galilee","ItRomLR","Philosophy","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Scientific literature","1","","","","simple","simple",""
"Latium","ItRomLR","Scientific literature","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Scientific literature","1","","","","simple","simple",""
"Crete","ItRomLR","Scientific literature","1","","","","simple","simple",""
"Galilee","ItRomLR","Scientific literature","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Fiction","1","","","","simple","simple",""
"Latium","ItRomLR","Fiction","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Fiction","1","","","","simple","simple",""
"Crete","ItRomLR","Fiction","1","","","","simple","simple",""
"Galilee","ItRomLR","Fiction","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Articles","1","","","","simple","simple",""
"Latium","ItRomLR","Articles","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Articles","1","","","","simple","simple",""
"Crete","ItRomLR","Articles","1","","","","simple","simple",""
"Galilee","ItRomLR","Articles","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Tokens","0.1","","","","simple","simple",""
"Latium","ItRomLR","Tokens","0.1","","","","simple","simple",""
"Konya Plain","ItRomLR","Tokens","0.1","","","","simple","simple",""
"Crete","ItRomLR","Tokens","0.1","","","","simple","simple",""
"Galilee","ItRomLR","Tokens","0.1","","","","simple","simple",""
"Paris Basin","ItRomLR","Precious metals","1","","","","simple","simple",""
"Latium","ItRomLR","Precious metals","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Precious metals","1","","","","simple","simple",""
"Crete","ItRomLR","Precious metals","1","","","","simple","simple",""
"Galilee","ItRomLR","Precious metals","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Foreign coins","1","","","","simple","simple",""
"Latium","ItRomLR","Foreign coins","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Foreign coins","1","","","","simple","simple",""
"Crete","ItRomLR","Foreign coins","1","","","","simple","simple",""
"Galilee","ItRomLR","Foreign coins","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Indigenous coins","1","","","","simple","simple",""
"Latium","ItRomLR","Indigenous coins","1","","","","simple","simple",""
"Konya Plain","ItRomLR","Indigenous coins","1","","","","simple","simple",""
"Crete","ItRomLR","Indigenous coins","1","","","","simple","simple",""
"Galilee","ItRomLR","Indigenous coins","1","","","","simple","simple",""
"Paris Basin","ItRomLR","Paper currency","0","","","","simple","simple",""
"Latium","ItRomLR","Paper currency","0","","","","simple","simple",""
"Konya Plain","ItRomLR","Paper currency","0","","","","simple","simple",""
"Crete","ItRomLR","Paper currency","0","","","","simple","simple",""
"Galilee","ItRomLR","Paper currency","0","","","","simple","simple",""
"Paris Basin","ItRomLR","elite status is hereditary","1","","","","simple","simple",""
"Latium","ItRomLR","elite status is hereditary","1","","","","simple","simple",""
"Konya Plain","ItRomLR","elite status is hereditary","1","","","","simple","simple",""
"Crete","ItRomLR","elite status is hereditary","1","","","","simple","simple",""
"Galilee","ItRomLR","elite status is hereditary","1","","","","simple","simple",""
"Paris Basin","ItRomLR","formal system of hereditary social status","1","","","","simple","simple",""
"Latium","ItRomLR","formal system of hereditary social status","1","","","","simple","simple",""
"Konya Plain","ItRomLR","formal system of hereditary social status","1","","","","simple","simple",""
"Crete","ItRomLR","formal system of hereditary social status","1","","","","simple","simple",""
"Galilee","ItRomLR","formal system of hereditary social status","1","","","","simple","simple",""
"Upper Egypt","ItRomPr","Polity Population","50000000","","1","","complex","simple","simple"
"Upper Egypt","ItRomPr","Polity Population","50000000","60000000","100","","complex","range","simple"
"Upper Egypt","ItRomPr","Polity Population","55000000","70000000","200","","complex","range","simple"
"Paris Basin","ItRomPr","Polity Population","50000000","","1","","complex","simple","simple"
