,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money
32,AfHepht-6,"['Kachi Plain', 'Sogdiana']",Hepthalite Empire,560.0,669.0,26500000.0,2750000,,4,4.0,1.0,2.0,2000,,,1.0,1.0,1.0,0.0,0.1,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,1.0,514.0,"['42R', '42S']","['South Asia', 'Central Eurasia']",Sakala,confederated state,Bactrian,Indo-European,Sassanid Empire,elite migration,Western Turk Khaganate,Steppe nomads,7500000,vassalage,inactive,0.5,1.0,0.1,,No Roz,not applicable,yearly,yearly,mourning ritual,,,once in a lifetime,banquet,not applicable,,,morning prayer,daily,daily,daily,Yasna,daily,daily,daily,,7.423245873936808,6.439332693830263,,2.3333333333333335,0.4636363636363636,0.6666666666666666,4.0,1.0,5.0
34,AfHerat-1,['Sogdiana'],Herat,1335.0,1382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['42S'],['Central Eurasia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,AfKidar-1,['Sogdiana'],Kidarite Kingdom,387.0,399.0,1000000.0,,,3,4.0,1.0,4.0,500,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,1.0,0.1,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,,1.0,,,,,1.0,429.0,['42S'],['Central Eurasia'],Gandhara,confederate state,Brahmi,Indo-European,Kushano-Sasanians,continuity,Hephthalite Empire,Indian,9000000,alliance,inactive,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,6.0,,,3.0,0.5454545454545454,0.6777777777777777,4.0,0.6666666666666666,5.0
36,AfKidar-2,['Sogdiana'],Kidarite Kingdom,399.0,449.0,1000000.0,250000,,3,4.0,1.0,4.0,500,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,1.0,0.1,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,,1.0,,,,,1.0,429.0,['42S'],['Central Eurasia'],Gandhara,confederate state,Brahmi,Indo-European,Kushano-Sasanians,continuity,Hephthalite Empire,Indian,9000000,alliance,inactive,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,6.0,5.3979400086720375,,3.0,0.5454545454545454,0.6777777777777777,4.0,0.6666666666666666,5.0
37,AfKidar-3,['Sogdiana'],Kidarite Kingdom,449.0,476.0,1000000.0,850000,,3,4.0,1.0,4.0,500,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,1.0,0.1,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,,1.0,,,,,1.0,429.0,['42S'],['Central Eurasia'],Gandhara,confederate state,Brahmi,Indo-European,Kushano-Sasanians,continuity,Hephthalite Empire,Indian,9000000,alliance,inactive,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,6.0,5.929418925714293,,3.0,0.5454545454545454,0.6777777777777777,4.0,0.6666666666666666,5.0
38,AfKushn-1,"['Kachi Plain', 'Sogdiana']",Kushan Empire,-200.0,-100.0,14000000.0,,,4,4.0,2.0,4.0,1000,,,1.0,1.0,1.0,0.1,0.0,governed population,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,,1.0,228.0,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,inactive,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.146128035678238,,,3.3333333333333335,0.6454545454545454,0.8999999999999999,4.0,0.7777777777777778,5.0
40,AfKushn-2,"['Kachi Plain', 'Sogdiana']",Kushan Empire,-100.0,34.0,12500000.0,,,4,4.0,2.0,4.0,1000,,,1.0,1.0,1.0,0.1,0.0,governed population,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,,1.0,228.0,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,inactive,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.096910013008056,,,3.3333333333333335,0.6454545454545454,0.8999999999999999,4.0,0.7777777777777778,5.0
42,AfKushn-3,"['Kachi Plain', 'Sogdiana']",Kushan Empire,34.0,99.0,12500000.0,,,4,4.0,2.0,4.0,1000,,,1.0,1.0,1.0,0.1,0.0,governed population,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,,1.0,228.0,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,inactive,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.096910013008056,,,3.3333333333333335,0.6454545454545454,0.8999999999999999,4.0,0.7777777777777778,5.0
44,AfKushn-4,"['Kachi Plain', 'Sogdiana']",Kushan Empire,99.0,199.0,12500000.0,2000000,150000,4,4.0,2.0,4.0,1000,,,1.0,1.0,1.0,0.1,0.0,governed population,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,,1.0,228.0,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,inactive,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.096910013008056,6.301029995663981,5.176091259055681,3.3333333333333335,0.6454545454545454,0.8999999999999999,4.0,0.7777777777777778,5.0
46,AfKushn-5,"['Kachi Plain', 'Sogdiana']",Kushan Empire,199.0,318.0,12500000.0,2000000,100000,4,4.0,2.0,4.0,1000,,,1.0,1.0,1.0,0.1,0.0,governed population,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,,1.0,228.0,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,inactive,0.5,1.0,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.096910013008056,6.301029995663981,5.0,3.3333333333333335,0.6454545454545454,0.8999999999999999,4.0,0.7777777777777778,5.0
48,AfTochr-1,['Sogdiana'],Tocharians,-129.0,28.0,100000.0,10000,,3,3.0,1.0,2.0,,,,,1.0,,0.1,0.1,,,,,,,1.0,0.1,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.1,,1.0,,['42S'],['Central Eurasia'],Chien-shih,quasipolity,Bactrian,Indo-European,Scythians,elite migration,Kushan Empire,Greco-Persian,4000000,,inactive,0.5,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,2.0,0.2,0.5666666666666667,4.0,0.6666666666666666,5.0
49,Ashanti-1,['Ghanaian Coast'],Asantemanso,1700.0,1873.0,,,22500,6,6.0,4.0,4.0,370,1.0,0.0,1.0,1.0,0.0,0.0,0.0,state salary,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,0.0,1.0,1811.0,['30N'],['Africa'],Kumasi,confederated state,Twi,Kwa,Asantemanso Kingdom,continuity,British Empire Gold Coast Colony,West Africa,5112903,none,,,,,,Yam Festival,yearly,yearly,yearly,Exorcism,yearly,yearly,once per generation,Healing ritual in ecstatic churches,yearly,yearly,yearly,Monocot Ceremony,monthly,monthly,monthly,Apo festival,yearly,yearly,yearly,,,,4.352182518111363,4.666666666666667,0.45454545454545453,0.3333333333333333,4.0,0.4444444444444444,3.0
50,Ashanti-2,['Ghanaian Coast'],Asantemanso,1873.0,1894.0,3000000.0,259000,22500,6,6.0,4.0,4.0,370,1.0,0.0,1.0,1.0,0.0,0.0,0.0,state salary,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,0.0,1.0,1811.0,['30N'],['Africa'],Kumasi,confederated state,Twi,Kwa,Asantemanso Kingdom,continuity,British Empire Gold Coast Colony,West Africa,5112903,none,,,,,,Yam Festival,yearly,yearly,yearly,Exorcism,yearly,yearly,once per generation,Healing ritual in ecstatic churches,yearly,yearly,yearly,Monocot Ceremony,monthly,monthly,monthly,Apo festival,yearly,yearly,yearly,,6.477121254719663,5.413299764081252,4.352182518111363,4.666666666666667,0.45454545454545453,0.3333333333333333,4.0,0.4444444444444444,3.0
51,BrookeRaj-1,['Kapuasi Basin'],Iban,1840.0,1935.0,,124450,500,3,2.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,1922.0,['49N'],['Southeast Asia'],Kuching,loose,Iban,Malayo-Polynesian,Sultanate of Brunei,elite migration,Indonesia,South-East Asia,4500000,none,,,,,,The rites of manggol,yearly,yearly,yearly,Funerary ritual,once per generation,annually,once per generation,Mandi rumah,once per generation,once per generation,once per generation,Piring,daily,,daily,Piring Food Offerings,daily,daily,daily,,,5.094994900944612,2.6989700043360187,1.3333333333333333,0.6363636363636364,0.1111111111111111,1.0,0.0,6.0
52,BrookeRaj-2,['Kapuasi Basin'],Iban,1935.0,1945.0,,124450,500,3,2.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,1922.0,['49N'],['Southeast Asia'],Kuching,loose,Iban,Malayo-Polynesian,Sultanate of Brunei,elite migration,Indonesia,South-East Asia,4500000,none,,,,,,The rites of manggol,yearly,yearly,yearly,Funerary ritual,once per generation,annually,once per generation,Mandi rumah,once per generation,once per generation,once per generation,Piring,daily,,daily,Piring Food Offerings,daily,daily,daily,,,5.094994900944612,2.6989700043360187,1.3333333333333333,0.6363636363636364,0.1111111111111111,1.0,0.0,6.0
53,BrookeRaj-3,['Kapuasi Basin'],Iban,1945.0,1954.0,,124450,500,3,2.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,1922.0,['49N'],['Southeast Asia'],Kuching,loose,Iban,Malayo-Polynesian,Sultanate of Brunei,elite migration,Indonesia,South-East Asia,4500000,vassalage,,,,,,The rites of manggol,yearly,yearly,yearly,Funerary ritual,once per generation,annually,once per generation,Mandi rumah,once per generation,once per generation,once per generation,Piring,daily,,daily,Piring Food Offerings,daily,daily,daily,,,5.094994900944612,2.6989700043360187,1.3333333333333333,0.6363636363636364,0.1111111111111111,1.0,0.0,6.0
54,BrookeRaj-4,['Kapuasi Basin'],Iban,1954.0,1962.0,,124450,500,3,2.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,1922.0,['49N'],['Southeast Asia'],Kuching,loose,Iban,Malayo-Polynesian,Sultanate of Brunei,elite migration,Indonesia,South-East Asia,4500000,vassalage,,,,,,The rites of manggol,yearly,yearly,yearly,Funerary ritual,once per generation,annually,once per generation,Mandi rumah,once per generation,once per generation,once per generation,Piring,daily,,daily,Piring Food Offerings,daily,daily,daily,,,5.094994900944612,2.6989700043360187,1.3333333333333333,0.6363636363636364,0.1111111111111111,1.0,0.1111111111111111,6.0
55,BrookeRaj-5,['Kapuasi Basin'],Iban,1962.0,1972.0,,124450,500,3,2.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,1922.0,['49N'],['Southeast Asia'],Kuching,loose,Iban,Malayo-Polynesian,Sultanate of Brunei,elite migration,Indonesia,South-East Asia,4500000,vassalage,,,,,,The rites of manggol,yearly,yearly,yearly,Funerary ritual,once per generation,annually,once per generation,Mandi rumah,once per generation,once per generation,once per generation,Piring,daily,,daily,Piring Food Offerings,daily,daily,daily,,,5.094994900944612,2.6989700043360187,1.3333333333333333,0.6363636363636364,0.1111111111111111,1.0,0.1111111111111111,6.0
56,BrookeRaj-6,['Kapuasi Basin'],Iban,1972.0,1984.0,,124450,500,3,2.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,1922.0,['49N'],['Southeast Asia'],Kuching,loose,Iban,Malayo-Polynesian,Sultanate of Brunei,elite migration,Indonesia,South-East Asia,4500000,vassalage,,,,,,The rites of manggol,yearly,yearly,yearly,Funerary ritual,once per generation,annually,once per generation,Mandi rumah,once per generation,once per generation,once per generation,Piring,daily,,daily,Piring Food Offerings,daily,daily,daily,,,5.094994900944612,2.6989700043360187,1.3333333333333333,0.6363636363636364,0.1111111111111111,1.0,0.1111111111111111,6.0
57,BrookeRaj-7,['Kapuasi Basin'],Iban,1984.0,1986.0,439000.0,124450,500,3,2.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,1922.0,['49N'],['Southeast Asia'],Kuching,loose,Iban,Malayo-Polynesian,Sultanate of Brunei,elite migration,Indonesia,South-East Asia,4500000,vassalage,,,,,,The rites of manggol,yearly,yearly,yearly,Funerary ritual,once per generation,annually,once per generation,Mandi rumah,once per generation,once per generation,once per generation,Piring,daily,,daily,Piring Food Offerings,daily,daily,daily,,5.642464520242122,5.094994900944612,2.6989700043360187,1.3333333333333333,0.6363636363636364,0.1111111111111111,1.0,0.1111111111111111,6.0
58,CahokiaExtra-1,['Cahokia'],French colonial Middle Mississippi,1717.0,1762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['15S'],['North America'],Fort de Chartres,,French,Indo-European,Inoca,,,,,,moralizing,1.0,1.0,0.0,Christianity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Cn5Dyna-1,['Middle Yellow River Valley'],Five Dynasties,906.0,959.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,state salary,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,,,,,1.0,,['50S'],['East Asia'],K'ai-feng,unitary state,Chinese,Sino-Tibetan,,,,,,,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,ancestor rites,not applicable,monthly,monthly,,,,,,0.7272727272727273,0.8888888888888888,4.0,1.0,5.0
60,CnChuSA-1,['Middle Yellow River Valley'],Chu,-740.0,-700.0,,,,5,5.0,1.0,4.0,800,,,,1.0,1.0,0.0,1.0,land,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,1.0,,1.0,,0.1,1.0,1.0,-680.0,['50S'],['East Asia'],Ying,loose,Chinese,Sino-Tibetan,Western Zhou,elite migration,Chu,Chinese,3000000,vassalage,moralizing,,1.0,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,Great Cha,not applicable,not applicable,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,,,3.3333333333333335,0.7272727272727273,0.7777777777777778,4.0,0.8888888888888888,3.0
61,CnChuSA-2,['Middle Yellow River Valley'],Chu,-700.0,-600.0,,50000,,5,5.0,1.0,4.0,800,,,,1.0,1.0,0.0,1.0,land,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,1.0,,1.0,,0.1,1.0,1.0,-680.0,['50S'],['East Asia'],Ying,loose,Chinese,Sino-Tibetan,Western Zhou,elite migration,Chu,Chinese,3000000,vassalage,moralizing,,1.0,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,Great Cha,not applicable,not applicable,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,4.698970004336019,,3.3333333333333335,0.7272727272727273,0.7777777777777778,4.0,0.8888888888888888,3.0
62,CnChuSA-3,['Middle Yellow River Valley'],Chu,-600.0,-500.0,,370000,,5,5.0,1.0,4.0,800,,,,1.0,1.0,0.0,1.0,land,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.0,1.0,,1.0,,0.1,1.0,1.0,-680.0,['50S'],['East Asia'],Ying,loose,Chinese,Sino-Tibetan,Western Zhou,elite migration,Chu,Chinese,3000000,vassalage,moralizing,,1.0,,,royal tillage,not applicable,yearly,yearly,blood covenant,not applicable,,,Great Cha,not applicable,not applicable,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,5.568201724066995,,3.3333333333333335,0.7272727272727273,0.7777777777777778,4.0,0.8888888888888888,3.0
