Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2,CC_Hier_Regression_x0,CC_Hier_Regression_x1,CC_Hier_Regression_x2,CC_Govt_Regression_x0,CC_Govt_Regression_x1,CC_Govt_Regression_x2,CC_Infra_Regression_x0,CC_Infra_Regression_x1,CC_Infra_Regression_x2,CC_Writing_Regression_x0,CC_Writing_Regression_x1,CC_Writing_Regression_x2,CC_Texts_Regression_x0,CC_Texts_Regression_x1,CC_Texts_Regression_x2,CC_Money_Regression_x0,CC_Money_Regression_x1,CC_Money_Regression_x2
CoTairo+1000,['North Colombia'],Tairona,1000,1100,1087,150,100,3,4,1,2,13,,,1,1,1,,,,1,,,,1,1,,1,1,1,0.1,,1,1,,1,1,,82,13,1,1,1,1,1,1,,1,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0.1,0,1,1,1,1,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.03622954408629,2.17609125905568,2,2.33333333333333,0.454545454545454,0.888888888888889,2,0,3,CoTairo,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.139839397089756,0,0,0.100224072409588,0,0,0.092113850457798,0,0,0.107466158867431,0,0,0.020934966013136,0,0,0.040939489092355,0,0,0.092113850457798,0,0,0,0,0,0.138170775686697,0
CoTairo+1100,['North Colombia'],Tairona,1100,1200,1087,150,100,3,4,1,2,13,,,1,1,1,,,,1,,,,1,1,,1,1,1,0.1,,1,1,,1,1,,82,13,1,1,1,1,1,1,,1,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0.1,0,1,1,1,1,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.03622954408629,2.17609125905568,2,2.33333333333333,0.454545454545454,0.888888888888889,2,0,3,CoTairo,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3.03622954408629,0.146274961368899,0,2.17609125905568,0.104836495472992,0,2,0.096353032104441,0,2.33333333333333,0.112411870788514,0,0.454545454545454,0.021898416387373,0,0.888888888888889,0.042823569824196,0,2,0.096353032104441,0,0,0,0,3,0.144529548156661,0
CoTairo+1200,['North Colombia'],Tairona,1200,1300,1087,150,150,3,4,1,2,13,,,1,1,1,,,,1,,,,1,1,,1,1,1,0.1,,1,1,,1,1,,82,13,1,1,1,1,1,1,,1,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0.1,0,1,1,1,1,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.03622954408629,2.17609125905568,2.17609125905568,2.33333333333333,0.454545454545454,0.888888888888889,2,0,3,CoTairo,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",6.07245908817259,0.156547345779025,0,4.35218251811136,0.112198799804716,0,4,0.112198799804716,0,4.66666666666667,0.120306167517049,0,0.909090909090909,0.023436266399425,0,1.77777777777778,0.045830920958876,0,4,0.10311957215747,0,0,0,0,6,0.154679358236206,0
CoTairo+1300,['North Colombia'],Tairona,1300,1400,1087,150,150,3,4,1,2,13,,,1,1,1,,,,1,,,,1,1,,1,1,1,0.1,,1,1,,1,1,,82,13,1,1,1,1,1,1,,1,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0.1,0,1,1,1,1,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.03622954408629,2.17609125905568,2.17609125905568,2.33333333333333,0.454545454545454,0.888888888888889,2,0,3,CoTairo,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",9.10868863225888,0.093001588750985,0,6.52827377716704,0.06665502111113,0,6.17609125905568,0.06665502111113,0,7,0.071471443095695,0,1.36363636363636,0.013923008395265,0,2.66666666666667,0.027227216417408,0,6,0.061261236939167,0,0,0,0,9,0.091891855408751,0
CoTairo+1400,['North Colombia'],Tairona,1400,1500,7200,150,3000,3,4,1,2,13,,,1,1,1,,,,1,,,,1,1,,1,1,1,0.1,,1,1,,1,1,,82,13,1,1,1,1,1,1,,1,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0.1,0,1,1,1,1,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.85733249643127,2.17609125905568,3.47712125471966,2.33333333333333,0.454545454545454,0.888888888888889,2,0,3,CoTairo,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",12.1449181763452,0.247548922891982,0,8.70436503622273,0.139653257216555,0,8.35218251811136,0.223148412061191,0,9.33333333333333,0.14974445525477,0,1.81818181818182,0.029170997776903,0,3.55555555555556,0.057045506763722,0,8,0.128352390218375,0,0,0,0,12,0.192528585327562,0
CoTairo+1500,['North Colombia'],Tairona,1500,1600,7200,150,3000,3,4,1,2,13,,,1,1,1,,,,1,,,,1,1,,1,1,1,0.1,,1,1,,1,1,,82,13,1,1,1,1,1,1,,1,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0.1,0,1,1,1,1,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.85733249643127,2.17609125905568,3.47712125471966,2.33333333333333,0.454545454545454,0.888888888888889,2,0,3,CoTairo,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",16.0022506727764,0.199269771941066,0,10.8804562952784,0.11241686043818,0,11.829303772831,0.179628061641164,0,11.6666666666667,0.120539984983404,0,2.27272727272727,0.023481815256507,0,4.44444444444445,0.045919994279392,0,10,0.103319987128632,0,0,0,0,15,0.154979980692948,0
CoTairo+1600,['North Colombia'],Tairona,1600,1700,7200,150,3000,3,4,1,2,13,,,1,1,1,,,,1,,,,1,1,,1,1,1,0.1,,1,1,,1,1,,82,13,1,1,1,1,1,1,,1,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0.1,0,1,1,1,1,0.1,,,,['18P'],['South America'],Taironaca,quasipolity,atanque,Chibcha,Nahuange,continuity,Spanish Empire,Chibchan (Isthmian-Colombian) region,,alliance,active,,,0.1,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,,,,public feast,,,,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,Offerings and Payments in the harvest season and moon,not applicable,monthly,monthly/seasonal,,3.85733249643127,2.17609125905568,3.47712125471966,2.33333333333333,0.454545454545454,0.888888888888889,2,0,3,CoTairo,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",19.8595831692077,0.477872267084077,0,13.0565475543341,0.269588806334137,0,15.3064250275507,0.430769143820611,0,14,0.289069011005522,0,2.72727272727273,0.056312145001076,0,5.33333333333333,0.110121528002103,0,12,0.247773438004733,0,0,0,0,18,0.371660157007099,0
EgNaqa2-3500,['Upper Egypt'],Naqada IIC-D,-3500,-3400,13000,5000,5000,2,2,,2,,,0.1,0.1,0.1,0.1,0.1,0.1,,0,0.1,0.1,0.1,0.1,1,0.1,1,1,0.1,1,0.1,1,1,0.1,0.1,1,,32,,0.1,0.1,1,1,1,1,,1,,,0.1,0.1,0.1,1,1,1,1,1,1,,1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,0,1,0.1,0.1,0.1,0.1,1,1,1,5,0.1,0.1,1,,['36R'],['Africa'],Hierakonpolis,,,,,,,,,none,,,,,,elite funeral,,,,elite hunting,,,,elite feast,,,,,,,,,,,,,4.11394335230684,3.69897000433602,3.69897000433602,2,0.172727272727273,0.4,3,0.111111111111111,3,EgNaqa2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EgNaqa2-3400,['Upper Egypt'],Naqada IIC-D,-3400,-3300,50000,5000,5000,2,2,,2,,,0.1,0.1,0.1,0.1,0.1,0.1,,1,0.1,0.1,0.1,0.1,1,0.1,1,1,0.1,1,0.1,1,1,0.1,0.1,1,,32,,0.1,0.1,1,1,1,1,,1,,,0.1,0.1,0.1,1,1,1,1,1,1,,1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,0,1,0.1,0.1,0.1,0.1,1,1,1,5,0.1,0.1,1,,['36R'],['Africa'],Hierakonpolis,,,,,,,,,none,,,,,,elite funeral,,,,elite hunting,,,,elite feast,,,,,,,,,,,,,4.69897000433602,3.69897000433602,3.69897000433602,2,0.263636363636364,0.4,3,0.111111111111111,3,EgNaqa2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",4.11394335230684,0,0,3.69897000433602,0,0,3.69897000433602,0,0,2,0,0,0.172727272727273,0,0,0.4,0,0,3,0,0,0.111111111111111,0,0,3,0,0
EgNaqa3-3300,['Upper Egypt'],Dynasty 0,-3300,-3200,50000,5000,5000,2,2,2,2,,,0.1,0,0,0,0.1,0.1,,1,0.1,0.1,0.1,0.1,1,0.1,1,1,0.1,1,0.1,1,1,1,,1,,53,,0.1,0.1,1,1,1,1,,1,,,,0.1,,1,1,1,1,1,1,,0,0,,,,,,1,1,1,1,0.1,0.1,0.1,0.1,1,1,1,5,0.1,0.1,1,-3250,['36R'],['Africa'],Abydos,quasipolity,,,,,,,,none,,,,,,funerary or fertility rites,,,,elite hunting,,,,ritualistic feasting,,yearly,yearly,,,,,,,,,,4.69897000433602,3.69897000433602,3.69897000433602,2,0.236363636363636,0.388888888888889,4,0.111111111111111,3,EgNaqa3,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8.81291335664286,4.69897000433602,0,7.39794000867204,3.69897000433602,0,7.39794000867204,3.69897000433602,0,4,2,0,0.436363636363637,0.236363636363636,0,0.8,0.388888888888889,0,6,4,0,0.222222222222222,0.111111111111111,0,6,3,0
EgNaqa2-3300,['Upper Egypt'],Naqada IIC-D,-3300,-3200,50000,5000,5000,2,2,,2,,,0.1,0.1,0.1,0.1,0.1,0.1,,1,0.1,0.1,0.1,0.1,1,0.1,1,1,0.1,1,0.1,1,1,0.1,0.1,1,,32,,0.1,0.1,1,1,1,1,,1,,,0.1,0.1,0.1,1,1,1,1,1,1,,1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,0,1,0.1,0.1,0.1,0.1,1,1,1,5,0.1,0.1,1,,['36R'],['Africa'],Hierakonpolis,,,,,,,,,none,,,,,,elite funeral,,,,elite hunting,,,,elite feast,,,,,,,,,,,,,4.69897000433602,3.69897000433602,3.69897000433602,2,0.263636363636364,0.4,3,0.111111111111111,3,EgNaqa2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,4.69897000433602,0,0,3.69897000433602,0,0,3.69897000433602,0,0,2,0,0,0.263636363636364,0,0,0.4,0,0,3,0,0,0.111111111111111,0,0,3,0
EgNaqa3-3200,['Upper Egypt'],Dynasty 0,-3200,-3100,50000,5000,5000,2,2,2,2,,,0.1,0,0,0,0.1,0.1,,1,0.1,0.1,0.1,0.1,1,0.1,1,1,0.1,1,0.1,1,1,1,,1,,53,,0.1,0.1,1,1,1,1,,1,,,,0.1,,1,1,1,1,1,1,,0,0,,,,,,1,1,1,1,0.1,0.1,0.1,0.1,1,1,1,5,0.1,0.1,1,-3250,['36R'],['Africa'],Abydos,quasipolity,,,,,,,,none,,,,,,funerary or fertility rites,,,,elite hunting,,,,ritualistic feasting,,yearly,yearly,,,,,,,,,,4.69897000433602,3.69897000433602,3.69897000433602,2,0.236363636363636,0.388888888888889,4,0.111111111111111,3,EgNaqa3,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",13.5118833609789,0,0,11.0969100130081,0,0,11.0969100130081,0,0,6,0,0,0.672727272727273,0,0,1.18888888888889,0,0,10,0,0,0.333333333333333,0,0,9,0,0
EgDyn1-3100,['Upper Egypt'],Dynasty 1,-3100,-3000,900000,50000,6000,4,3,3,4,790,,0.1,0.1,0,0.1,0.1,0.1,land,1,0.1,0,0.1,1,1,1,1,1,0,1,,1,1,1,,1,,124,11,1,1,1,1,1,1,,1,,1,,0.1,0.1,1,1,1,1,1,1,,1,0,0.1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,0,21,0.1,0.1,1,,['36R'],['Africa'],Memphis,unitary state,,,Naqada III,continuity,Dynasty II,,,none,,,,,,Sed Festival,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,5.95424250943933,4.69897000433602,3.77815125038364,3.33333333333333,0.245454545454545,0.777777777777778,4,0.666666666666667,3,EgDyn1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",18.2108533653149,5.95424250943933,0,14.7958800173441,4.69897000433602,0,14.7958800173441,3.77815125038364,0,8,3.33333333333333,0,0.909090909090909,0.245454545454545,0,1.57777777777778,0.777777777777778,0,14,4,0,0.444444444444444,0.666666666666667,0,12,3,0
EgNaqa3-3100,['Upper Egypt'],Dynasty 0,-3100,-3000,50000,5000,5000,2,2,2,2,,,0.1,0,0,0,0.1,0.1,,1,0.1,0.1,0.1,0.1,1,0.1,1,1,0.1,1,0.1,1,1,1,,1,,53,,0.1,0.1,1,1,1,1,,1,,,,0.1,,1,1,1,1,1,1,,0,0,,,,,,1,1,1,1,0.1,0.1,0.1,0.1,1,1,1,5,0.1,0.1,1,-3250,['36R'],['Africa'],Abydos,quasipolity,,,,,,,,none,,,,,,funerary or fertility rites,,,,elite hunting,,,,ritualistic feasting,,yearly,yearly,,,,,,,,,,4.69897000433602,3.69897000433602,3.69897000433602,2,0.236363636363636,0.388888888888889,4,0.111111111111111,3,EgNaqa3,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,4.69897000433602,0,0,3.69897000433602,0,0,3.69897000433602,0,0,2,0,0,0.236363636363636,0,0,0.388888888888889,0,0,4,0,0,0.111111111111111,0,0,3,0
EgDyn1-3000,['Upper Egypt'],Dynasty 1,-3000,-2900,900000,50000,6000,4,3,3,4,790,,0.1,0.1,0,0.1,0.1,0.1,land,1,0.1,0,0.1,1,1,1,1,1,0,1,,1,1,1,,1,,124,11,1,1,1,1,1,1,,1,,1,,0.1,0.1,1,1,1,1,1,1,,1,0,0.1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,0,21,0.1,0.1,1,,['36R'],['Africa'],Memphis,unitary state,,,Naqada III,continuity,Dynasty II,,,none,,,,,,Sed Festival,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,5.95424250943933,4.69897000433602,3.77815125038364,3.33333333333333,0.245454545454545,0.777777777777778,4,0.666666666666667,3,EgDyn1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",24.1650958747542,0,0,19.4948500216801,0,0,18.5740312677277,0,0,11.3333333333333,0,0,1.15454545454545,0,0,2.35555555555556,0,0,18,0,0,1.11111111111111,0,0,15,0,0
EgDyn1-2900,['Upper Egypt'],Dynasty 1,-2900,-2800,900000,50000,6000,4,3,3,4,790,,0.1,0.1,0,0.1,0.1,0.1,land,1,0.1,0,0.1,1,1,1,1,1,0,1,,1,1,1,,1,,124,11,1,1,1,1,1,1,,1,,1,,0.1,0.1,1,1,1,1,1,1,,1,0,0.1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,0,21,0.1,0.1,1,,['36R'],['Africa'],Memphis,unitary state,,,Naqada III,continuity,Dynasty II,,,none,,,,,,Sed Festival,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,5.95424250943933,4.69897000433602,3.77815125038364,3.33333333333333,0.245454545454545,0.777777777777778,4,0.666666666666667,3,EgDyn1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",30.1193383841936,5.95424250943933,0,24.1938200260161,4.69897000433602,0,22.3521825181114,3.77815125038364,0,14.6666666666667,3.33333333333333,0,1.4,0.245454545454545,0,3.13333333333333,0.777777777777778,0,22,4,0,1.77777777777778,0.666666666666667,0,18,3,0
EgDyn2-2900,['Upper Egypt'],Early Dynastic Kingdom,-2900,-2800,1100000,100000,6000,4,3,3,4,790,,0.1,0.1,0.1,0.1,0.1,0.1,land,1,0.1,0,0.1,1,1,1,1,1,0,1,,1,1,1,,1,,124,11,1,1,1,1,1,1,,1,,1,,1,0.1,1,1,1,1,1,1,,1,0,0.1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,,21,0.1,0.1,1,,['36R'],['Africa'],Memphis,unitary state,,,Dynasty I,continuity,Old Kingdom,,,none,moralizing,1,,,,,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,6.04139268515822,5,3.77815125038364,3.33333333333333,0.254545454545455,0.777777777777778,4,0.666666666666667,3,EgDyn2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6.04139268515822,0,0,5,0,0,3.77815125038364,0,0,3.33333333333333,0,0,0.254545454545455,0,0,0.777777777777778,0,0,4,0,0,0.666666666666667,0,0,3,0
EgDyn2-2800,['Upper Egypt'],Early Dynastic Kingdom,-2800,-2700,1100000,267000,6000,4,3,3,4,790,,0.1,0.1,0.1,0.1,0.1,0.1,land,1,0.1,0,0.1,1,1,1,1,1,0,1,,1,1,1,,1,,124,11,1,1,1,1,1,1,,1,,1,,1,0.1,1,1,1,1,1,1,,1,0,0.1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,,21,0.1,0.1,1,,['36R'],['Africa'],Memphis,unitary state,,,Dynasty I,continuity,Old Kingdom,,,none,moralizing,1,,,,,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,6.04139268515822,5.42651126136458,3.77815125038364,3.33333333333333,0.254545454545455,0.777777777777778,4,0.666666666666667,3,EgDyn2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",36.0735808936329,0,0,28.8927900303521,0,0,26.130333768495,0,0,18,0,0,1.64545454545455,0,0,3.91111111111111,0,0,26,0,0,2.44444444444444,0,0,21,0,0
EgDyn2-2700,['Upper Egypt'],Early Dynastic Kingdom,-2700,-2600,1100000,300000,6000,4,3,3,4,790,,0.1,0.1,0.1,0.1,0.1,0.1,land,1,0.1,0,0.1,1,1,1,1,1,0,1,,1,1,1,,1,,124,11,1,1,1,1,1,1,,1,,1,,1,0.1,1,1,1,1,1,1,,1,0,0.1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,,21,0.1,0.1,1,,['36R'],['Africa'],Memphis,unitary state,,,Dynasty I,continuity,Old Kingdom,,,none,moralizing,1,,,,,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,6.04139268515822,5.47712125471966,3.77815125038364,3.33333333333333,0.254545454545455,0.777777777777778,4,0.666666666666667,3,EgDyn2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",42.1149735787911,0,0,34.3193012917167,0,0,29.9084850188787,0,0,21.3333333333333,0,0,1.9,0,0,4.68888888888889,0,0,30,0,0,3.11111111111111,0,0,24,0,0
EgOldK1-2600,['Upper Egypt'],Classic Old Kingdom,-2600,-2500,1000000,250000,50000,7,3,6,4,790,,1,1,0,,0.1,1,land,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,1,1,400000,,146.5,1,1,1,1,0.1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,0,0,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,,21,0.1,0.1,1,-2400,['36R'],['Africa'],Memphis,unitary state,Ancient Egyptian,Afroasiatic,Dynasty II,,Old Kingdom II,,,none,moralizing,1,,,,royal funeral,once per generation,once per generation,once per generation,royal hunt,yearly,yearly,yearly,,,,,daily offering,not applicable,daily,daily,daily offering,not applicable,daily,daily,,6,5.39794000867204,4.69897000433602,4.33333333333333,0.654545454545455,0.888888888888889,4,0.888888888888889,3,EgOldK1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",48.1563662639493,6,0,39.7964225464364,5.39794000867204,0,33.6866362692623,4.69897000433602,0,24.6666666666667,4.33333333333333,0,2.15454545454545,0.654545454545455,0,5.46666666666667,0.888888888888889,0,34,4,0,3.77777777777778,0.888888888888889,0,27,3,0
EgDyn2-2600,['Upper Egypt'],Early Dynastic Kingdom,-2600,-2500,1100000,300000,6000,4,3,3,4,790,,0.1,0.1,0.1,0.1,0.1,0.1,land,1,0.1,0,0.1,1,1,1,1,1,0,1,,1,1,1,,1,,124,11,1,1,1,1,1,1,,1,,1,,1,0.1,1,1,1,1,1,1,,1,0,0.1,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,,21,0.1,0.1,1,,['36R'],['Africa'],Memphis,unitary state,,,Dynasty I,continuity,Old Kingdom,,,none,moralizing,1,,,,,,,,royal hunt,yearly,yearly,yearly,,,,,,,,,,,,,,6.04139268515822,5.47712125471966,3.77815125038364,3.33333333333333,0.254545454545455,0.777777777777778,4,0.666666666666667,3,EgDyn2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6.04139268515822,0,0,5.47712125471966,0,0,3.77815125038364,0,0,3.33333333333333,0,0,0.254545454545455,0,0,0.777777777777778,0,0,4,0,0,0.666666666666667,0,0,3,0
EgOldK1-2500,['Upper Egypt'],Classic Old Kingdom,-2500,-2400,1000000,250000,50000,7,3,6,4,790,,1,1,0,,0.1,1,land,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,1,1,400000,,146.5,1,1,1,1,0.1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,0,0,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,,21,0.1,0.1,1,-2400,['36R'],['Africa'],Memphis,unitary state,Ancient Egyptian,Afroasiatic,Dynasty II,,Old Kingdom II,,,none,moralizing,1,,,,royal funeral,once per generation,once per generation,once per generation,royal hunt,yearly,yearly,yearly,,,,,daily offering,not applicable,daily,daily,daily offering,not applicable,daily,daily,,6,5.39794000867204,4.69897000433602,4.33333333333333,0.654545454545455,0.888888888888889,4,0.888888888888889,3,EgOldK1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",54.1563662639493,0,0,45.1943625551084,0,0,38.3856062735983,0,0,29,0,0,2.80909090909091,0,0,6.35555555555556,0,0,38,0,0,4.66666666666667,0,0,30,0,0
